epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
55,912.306,0.7649,0.91501,0.93481,0.42731,0.62765,0.54205,0.45151,0.74247,1.01711,0.94351,0.00058175,0.00058175,0.00058175
56,928.879,0.75666,0.87298,0.92617,0.49038,0.60644,0.54116,0.44805,0.75803,0.9803,0.94776,0.000569375,0.000569375,0.000569375
57,945.29,0.74425,0.89594,0.93177,0.50343,0.59888,0.54529,0.44694,0.75784,0.99798,0.95967,0.000557,0.000557,0.000557
58,961.843,0.74723,0.88493,0.92677,0.53386,0.60169,0.57006,0.46527,0.75112,1.01768,0.95844,0.000544625,0.000544625,0.000544625
59,978.422,0.73522,0.85965,0.92263,0.45844,0.61227,0.52115,0.43525,0.74569,1.05142,0.94914,0.00053225,0.00053225,0.00053225
60,994.928,0.74934,0.87165,0.9324,0.4557,0.60141,0.5298,0.44263,0.75197,0.97829,0.9536,0.000519875,0.000519875,0.000519875
61,1011.34,0.75178,0.86734,0.93193,0.46549,0.52062,0.4954,0.40827,0.74708,1.09537,0.95121,0.0005075,0.0005075,0.0005075
62,1027.89,0.74091,0.86959,0.92869,0.47436,0.5451,0.53722,0.44517,0.74468,1.02204,0.95312,0.000495125,0.000495125,0.000495125
63,1044.37,0.74858,0.83654,0.92722,0.48347,0.60103,0.5297,0.42657,0.77519,1.0264,0.95761,0.00048275,0.00048275,0.00048275
64,1060.82,0.75291,0.85379,0.933,0.49685,0.58801,0.56695,0.46891,0.74124,1.00587,0.95304,0.000470375,0.000470375,0.000470375
65,1077.37,0.73073,0.84082,0.9182,0.48074,0.65126,0.54162,0.44904,0.7487,0.99868,0.94902,0.000458,0.000458,0.000458
66,1094.05,0.73237,0.8196,0.91036,0.54485,0.49266,0.53755,0.44669,0.75044,1.06359,0.95386,0.000445625,0.000445625,0.000445625
67,1110.54,0.72385,0.81341,0.9177,0.61038,0.48322,0.55643,0.45838,0.75229,1.05203,0.94318,0.00043325,0.00043325,0.00043325
